dtime,time,open,high,low,close,vwap,volume,count
2023-04-03 12:01:00,1680523260,28254.8,28260.9,28239.8,28239.8,28248.4,3.96893978,42
2023-04-03 12:02:00,1680523320,28239.8,28242.0,28235.1,28236.6,28238.6,1.02430835,25
2023-04-03 12:03:00,1680523380,28235.4,28235.4,28230.3,28231.1,28234.6,0.81745732,19
2023-04-03 12:04:00,1680523440,28231.0,28240.6,28216.7,28217.5,28228.6,0.41528334,28
2023-04-03 12:05:00,1680523500,28214.0,28221.4,28207.9,28221.4,28213.4,11.18384534,115
2023-04-03 12:06:00,1680523560,28228.0,28242.7,28228.0,28242.7,28235.7,0.12581488,15
2023-04-03 12:07:00,1680523620,28243.1,28243.1,28234.6,28236.8,28241.0,0.1668918,13
2023-04-03 12:08:00,1680523680,28236.8,28243.1,28236.8,28243.1,28242.3,0.31107292,21
2023-04-03 12:09:00,1680523740,28243.0,28253.8,28243.0,28253.8,28243.3,2.89844133,22
2023-04-03 12:10:00,1680523800,28256.3,28256.4,28243.0,28243.1,28248.7,1.45316873,41
2023-04-03 12:11:00,1680523860,28243.1,28245.8,28243.0,28244.2,28243.4,1.67449827,22
2023-04-03 12:12:00,1680523920,28243.0,28243.1,28243.0,28243.0,28243.0,0.30450477,12
2023-04-03 12:13:00,1680523980,28243.0,28243.1,28243.0,28243.0,28243.0,1.51022394,14
2023-04-03 12:14:00,1680524040,28243.0,28243.0,28230.0,28231.8,28236.6,0.55001439,29
2023-04-03 12:15:00,1680524100,28235.4,28239.3,28235.4,28238.8,28239.2,0.06605136,4
2023-04-03 12:16:00,1680524160,28233.8,28236.6,28233.8,28236.6,28234.8,0.0054828,6
2023-04-03 12:17:00,1680524220,28236.6,28245.7,28236.6,28245.7,28240.1,0.00248751,4
2023-04-03 12:18:00,1680524280,28245.1,28245.1,28222.3,28225.7,28229.6,0.51400852,39
2023-04-03 12:19:00,1680524340,28226.3,28226.3,28217.6,28222.2,28221.8,0.12678365,6
2023-04-03 12:20:00,1680524400,28217.6,28226.0,28212.0,28216.5,28219.9,3.84832276,34
2023-04-03 12:21:00,1680524460,28212.2,28212.8,28200.0,28200.0,28200.5,2.49855707,22
2023-04-03 12:22:00,1680524520,28200.0,28200.0,28191.7,28193.2,28196.8,0.33966362,21
2023-04-03 12:23:00,1680524580,28191.7,28191.7,28178.2,28178.2,28182.5,0.68218987,26
2023-04-03 12:24:00,1680524640,28178.2,28182.2,28168.2,28169.7,28178.4,5.21708766,30
2023-04-03 12:25:00,1680524700,28169.4,28179.9,28136.1,28172.0,28153.4,7.07425254,79
2023-04-03 12:26:00,1680524760,28172.0,28172.0,28140.0,28143.8,28142.0,1.60763023,16
2023-04-03 12:27:00,1680524820,28135.2,28147.6,28123.0,28130.5,28133.8,3.88580956,37
2023-04-03 12:28:00,1680524880,28122.7,28138.4,28120.2,28134.1,28124.5,0.48398816,14
2023-04-03 12:29:00,1680524940,28134.0,28134.0,28102.3,28124.5,28110.2,11.17149197,76
2023-04-03 12:30:00,1680525000,28123.1,28158.2,28111.2,28155.6,28144.5,7.16718285,72
2023-04-03 12:31:00,1680525060,28161.3,28170.5,28161.3,28170.5,28165.6,0.0051735,11
