dtime,time,open,high,low,close,vwap,volume,count
2023-04-03 12:01:00,1680523260,0.99434,0.99434,0.99434,0.99434,0.0,0.0,0
2023-04-03 12:02:00,1680523320,0.99434,0.99434,0.99434,0.99434,0.0,0.0,0
2023-04-03 12:03:00,1680523380,0.99434,0.99434,0.99434,0.99434,0.0,0.0,0
2023-04-03 12:04:00,1680523440,0.99434,0.99434,0.99434,0.99434,0.0,0.0,0
2023-04-03 12:05:00,1680523500,0.99434,0.99434,0.99434,0.99434,0.0,0.0,0
2023-04-03 12:06:00,1680523560,0.99462,0.99462,0.99462,0.99462,0.99462,103.4520721,5
2023-04-03 12:07:00,1680523620,0.99462,0.99462,0.99462,0.99462,0.0,0.0,0
2023-04-03 12:08:00,1680523680,0.99478,0.99491,0.99478,0.99491,0.99487,571.5331986,4
2023-04-03 12:09:00,1680523740,0.99491,0.99491,0.99491,0.99491,0.0,0.0,0
2023-04-03 12:10:00,1680523800,0.99491,0.99491,0.99491,0.99491,0.0,0.0,0
2023-04-03 12:11:00,1680523860,0.99497,0.99546,0.99497,0.99546,0.99539,14087.75717483,10
2023-04-03 12:12:00,1680523920,0.99546,0.99546,0.99546,0.99546,0.0,0.0,0
2023-04-03 12:13:00,1680523980,0.99546,0.99546,0.99546,0.99546,0.0,0.0,0
2023-04-03 12:14:00,1680524040,0.99546,0.99546,0.99546,0.99546,0.0,0.0,0
2023-04-03 12:15:00,1680524100,0.99546,0.99546,0.99546,0.99546,0.0,0.0,0
2023-04-03 12:16:00,1680524160,0.99554,0.99554,0.99554,0.99554,0.99554,24.2616,1
2023-04-03 12:17:00,1680524220,0.99554,0.99554,0.99554,0.99554,0.0,0.0,0
2023-04-03 12:18:00,1680524280,0.99499,0.99499,0.99497,0.99497,0.99498,722.6834269,3
2023-04-03 12:19:00,1680524340,0.99497,0.99497,0.99497,0.99497,0.0,0.0,0
2023-04-03 12:20:00,1680524400,0.99497,0.99497,0.99497,0.99497,0.0,0.0,0
2023-04-03 12:21:00,1680524460,0.99497,0.99497,0.99497,0.99497,0.0,0.0,0
2023-04-03 12:22:00,1680524520,0.99497,0.99497,0.99497,0.99497,0.0,0.0,0
2023-04-03 12:23:00,1680524580,0.99497,0.99497,0.99497,0.99497,0.0,0.0,0
2023-04-03 12:24:00,1680524640,0.99497,0.99497,0.99497,0.99497,0.0,0.0,0
2023-04-03 12:25:00,1680524700,0.99497,0.99497,0.99497,0.99497,0.0,0.0,0
